timestamp,vibration,bearing_temperature,outlet_pressure
2025-01-01T00:00:00Z,2.1503,56.3123,5.7765
2025-01-01T00:05:00Z,2.1515,56.1667,5.8206
2025-01-01T00:10:00Z,2.1210,56.1868,5.7588
2025-01-01T00:15:00Z,2.1872,56.1671,5.8304
2025-01-01T00:20:00Z,2.2572,56.2858,5.7691
2025-01-01T00:25:00Z,2.3318,56.5763,5.8681
2025-01-01T00:30:00Z,2.1540,56.7514,5.8059
2025-01-01T00:35:00Z,2.2439,56.4144,5.8521
2025-01-01T00:40:00Z,2.2447,56.4374,5.8301
2025-01-01T00:45:00Z,2.2833,56.5037,5.8020
2025-01-01T00:50:00Z,2.2371,56.7503,5.8499
2025-01-01T00:55:00Z,2.2698,56.5865,5.9027
2025-01-01T01:00:00Z,2.2628,56.4625,5.8955
2025-01-01T01:05:00Z,2.1373,56.5371,5.8446
2025-01-01T01:10:00Z,2.2429,56.3632,5.9048
2025-01-01T01:15:00Z,2.2978,56.6633,5.8527
2025-01-01T01:20:00Z,2.1608,56.4535,5.8659
2025-01-01T01:25:00Z,2.2993,56.4841,5.8693
2025-01-01T01:30:00Z,2.2765,56.6252,5.8527
2025-01-01T01:35:00Z,2.2238,56.4126,5.9244
2025-01-01T01:40:00Z,2.2609,57.0151,5.8907
2025-01-01T01:45:00Z,2.1915,56.8137,5.8943
2025-01-01T01:50:00Z,2.2345,56.6072,5.9015
2025-01-01T01:55:00Z,2.2134,56.4496,5.8636
2025-01-01T02:00:00Z,2.2315,56.5730,5.8987
2025-01-01T02:05:00Z,2.3069,57.2005,5.9397
2025-01-01T02:10:00Z,2.3574,56.7742,5.8769
2025-01-01T02:15:00Z,2.2091,56.7640,5.8905
2025-01-01T02:20:00Z,2.3116,57.3276,5.8729
2025-01-01T02:25:00Z,2.2295,57.0288,5.9475
2025-01-01T02:30:00Z,2.1511,57.1071,5.9292
2025-01-01T02:35:00Z,2.1655,57.1597,5.9217
2025-01-01T02:40:00Z,2.2317,57.2450,5.9251
2025-01-01T02:45:00Z,2.1708,56.9286,5.9303
2025-01-01T02:50:00Z,2.0572,56.9188,5.9123
2025-01-01T02:55:00Z,2.1255,57.1784,5.9498
2025-01-01T03:00:00Z,2.1317,57.1474,5.8946
2025-01-01T03:05:00Z,2.1414,57.0229,5.9527
2025-01-01T03:10:00Z,2.0476,57.0392,5.8827
2025-01-01T03:15:00Z,2.1358,57.3154,5.8998
2025-01-01T03:20:00Z,2.2093,57.5991,5.9344
2025-01-01T03:25:00Z,2.1126,57.4588,5.8974
2025-01-01T03:30:00Z,2.0130,57.2313,5.9237
2025-01-01T03:35:00Z,2.0510,57.4056,5.9270
2025-01-01T03:40:00Z,2.1027,57.0536,5.9045
2025-01-01T03:45:00Z,2.1614,57.8416,5.9562
2025-01-01T03:50:00Z,2.1014,57.4153,5.9205
2025-01-01T03:55:00Z,2.1311,57.3721,5.9285
2025-01-01T04:00:00Z,2.0779,57.7564,5.9361
2025-01-01T04:05:00Z,2.0631,57.6276,5.9366
2025-01-01T04:10:00Z,2.0245,57.5370,5.9528
2025-01-01T04:15:00Z,2.0545,57.2940,5.8857
2025-01-01T04:20:00Z,2.0534,57.8969,5.8733
2025-01-01T04:25:00Z,1.9182,57.9029,5.9481
2025-01-01T04:30:00Z,1.9361,57.4604,5.9104
2025-01-01T04:35:00Z,2.0283,57.8106,5.8513
2025-01-01T04:40:00Z,2.0721,57.7446,5.9010
2025-01-01T04:45:00Z,2.0418,57.7454,5.9102
2025-01-01T04:50:00Z,2.0795,58.0015,5.8370
2025-01-01T04:55:00Z,2.1849,57.5927,5.8893
2025-01-01T05:00:00Z,2.0347,57.7440,5.8934
2025-01-01T05:05:00Z,2.0230,57.9464,5.8835
2025-01-01T05:10:00Z,2.1187,58.2651,5.8536
2025-01-01T05:15:00Z,2.1024,58.2367,5.8212
2025-01-01T05:20:00Z,2.0243,57.9822,5.8547
2025-01-01T05:25:00Z,2.0698,57.9218,5.8372
2025-01-01T05:30:00Z,1.9848,58.1214,5.8157
2025-01-01T05:35:00Z,2.0594,58.0936,5.7650
2025-01-01T05:40:00Z,2.1260,58.1587,5.7816
2025-01-01T05:45:00Z,1.9794,58.0295,5.8111
2025-01-01T05:50:00Z,2.1278,58.2812,5.8181
2025-01-01T05:55:00Z,2.1912,57.9101,5.7690
2025-01-01T06:00:00Z,2.1949,58.4507,5.7957
2025-01-01T06:05:00Z,2.1609,57.9792,5.7304
2025-01-01T06:10:00Z,2.1787,57.9442,5.8006
2025-01-01T06:15:00Z,2.1889,58.5035,5.7774
2025-01-01T06:20:00Z,2.1495,58.4788,5.8016
2025-01-01T06:25:00Z,2.2518,58.3456,5.7354
2025-01-01T06:30:00Z,2.1751,58.6245,5.7598
2025-01-01T06:35:00Z,2.1538,58.5580,5.7587
2025-01-01T06:40:00Z,2.2484,58.4906,5.7506
2025-01-01T06:45:00Z,2.1091,58.4434,5.7246
2025-01-01T06:50:00Z,2.2239,58.7579,5.7751
2025-01-01T06:55:00Z,2.2955,58.5772,5.7120
2025-01-01T07:00:00Z,2.3531,58.4373,5.7785
2025-01-01T07:05:00Z,2.2120,58.3056,5.7064
2025-01-01T07:10:00Z,2.3889,58.6549,5.7369
2025-01-01T07:15:00Z,2.2539,58.3715,5.7005
2025-01-01T07:20:00Z,2.3143,58.6221,5.6562
2025-01-01T07:25:00Z,2.2379,58.8228,5.7600
2025-01-01T07:30:00Z,2.3091,58.9713,5.7321
2025-01-01T07:35:00Z,2.2723,58.8756,5.7205
2025-01-01T07:40:00Z,2.2798,58.9304,5.6846
2025-01-01T07:45:00Z,2.2598,58.9714,5.7528
2025-01-01T07:50:00Z,2.2455,58.7862,5.7541
2025-01-01T07:55:00Z,2.2254,58.9253,5.7270
2025-01-01T08:00:00Z,2.2677,58.6571,5.6886
2025-01-01T08:05:00Z,2.2635,58.8219,5.6871
2025-01-01T08:10:00Z,2.2444,58.9375,5.7010
2025-01-01T08:15:00Z,2.1880,58.9775,5.6122
2025-01-01T08:20:00Z,2.2536,58.7913,5.6946
2025-01-01T08:25:00Z,2.3113,59.0306,5.6931
2025-01-01T08:30:00Z,2.2554,58.9095,5.6430
2025-01-01T08:35:00Z,2.1720,59.0804,5.6651
2025-01-01T08:40:00Z,2.2419,59.0016,5.6302
2025-01-01T08:45:00Z,2.1105,59.2470,5.6235
2025-01-01T08:50:00Z,2.1217,59.0184,5.6620
2025-01-01T08:55:00Z,2.1000,59.2355,5.6887
2025-01-01T09:00:00Z,2.0713,59.0062,5.6862
2025-01-01T09:05:00Z,2.2232,58.7948,5.6852
2025-01-01T09:10:00Z,2.1520,58.8361,5.6878
2025-01-01T09:15:00Z,2.0788,59.2576,5.7008
2025-01-01T09:20:00Z,2.1474,58.8675,5.7007
2025-01-01T09:25:00Z,2.1555,59.0369,5.6286
2025-01-01T09:30:00Z,2.0210,59.0345,5.7172
2025-01-01T09:35:00Z,2.0822,59.0470,5.6519
2025-01-01T09:40:00Z,1.9688,59.2331,5.6187
2025-01-01T09:45:00Z,2.1490,59.2969,5.6146
2025-01-01T09:50:00Z,1.9928,58.7169,5.6829
2025-01-01T09:55:00Z,2.0495,58.9274,5.6345
2025-01-01T10:00:00Z,2.0831,59.0439,5.7346
2025-01-01T10:05:00Z,2.1577,59.1243,5.6897
2025-01-01T10:10:00Z,2.0314,58.7799,5.6996
2025-01-01T10:15:00Z,1.9929,58.8587,5.7797
2025-01-01T10:20:00Z,1.9859,59.0609,5.7445
2025-01-01T10:25:00Z,2.1288,58.8870,5.7137
2025-01-01T10:30:00Z,1.9937,58.8898,5.6695
2025-01-01T10:35:00Z,1.9231,58.6544,5.7742
2025-01-01T10:40:00Z,1.9939,59.1124,5.6900
2025-01-01T10:45:00Z,2.0649,59.0350,5.7648
2025-01-01T10:50:00Z,1.9642,58.7279,5.7393
2025-01-01T10:55:00Z,2.0001,59.0118,5.7457
2025-01-01T11:00:00Z,2.0380,58.7012,5.7052
2025-01-01T11:05:00Z,2.0587,59.1021,5.7653
2025-01-01T11:10:00Z,2.0440,58.7420,5.7683
2025-01-01T11:15:00Z,2.1674,59.1795,5.7210
2025-01-01T11:20:00Z,2.1016,58.5946,5.7075
